503214/89209 -308949/48608 261982/81101 334351/80533 3295/497 143355/50314 11635/94537 664813/75178 -30246/10517 37236/52831 32409/23782 451420/66097 -272343/53747 -829267/97842 235535/33041 -1651/639 573409/87161 -7771/5417 8489/33187 -1756/2251 3925/863 -127039/53457 -39460/36449 3880/403 130870/23951 -2239/3539 -397613/43058 -242359/46316 372094/74199 101399/71845 -212179/39079 72065/18552 123715/73312 131341/72356 139070/17333 -102018/11987 26736/4699 -152251/40974 224202/61243 -129937/16994 -10460/1203 -19964/8205 -30358/17439 249037/32798 36875/79487 -157131/22205 -1259/487 -948962/97061 -875629/96070 -69658/11865 -512361/75232 61169/22945 50262/5195 86944/21757 62506/22623 -109802/45021 732272/92083 100645/29022 -199163/66890 23291/19361 106165/11774 445423/61825 2266/527 -121174/14065 207553/61228 278327/29802 -396336/53069 274201/88471 439841/73847 66487/9891 -9636/1931 147205/38276 -214405/45444 10801/1513 -182122/81917 269770/29167 289365/28999 152854/27289 181924/24947 -7541/50171 -241814/33497 -222422/48589 -215750/43561 -43259/8461 91423/12658 204154/64727 81841/11795 -40251/14644 9252/2303 376019/48206 -511/400 770374/86591 14198/6047 -282587/40799 151360/25007 12597/21043 -9004/6669 3889/402 -124883/15359 -123749/74152 >
-20897/3087 -229/1720 -21241/8568 118805/23854 472421/48134 -614620/95671 -46357/30499 -13933/30973 2881/8106 100503/13765 516728/53727 85750/29397 171139/18860 -108826/63671 736988/97477 15453/3197 -33385/44526 -188299/46591 -67965/10232 -316685/78209 -109280/25277 -28253/12214 57323/13702 168479/39134 22382/22821 -2744/395 -3928/3861 -25571/6355 41638/11929 12860/92771 3625/401 -84065/39401 -147931/24566 -373387/88105 22990/53587 -31597/4878 -60338/11003 -1450/313 -369723/96419 -158341/70782 241945/68236 -21331/2385 318029/45690 115417/12236 -175522/31671 791489/88685 -44767/15754 -67289/24589 -52299/27428 -42883/9479 -259143/42527 434791/45985 -590227/70800 -182287/21957 118352/68221 -20553/9400 65953/13335 280019/29613 -97961/10431 683386/94057 -14460/37939 -5227/1325 -43017/11113 -266998/27983 -76267/11970 -53154/14965 -770065/80772 302629/78948 -65669/63804 13411/12404 86275/15826 -165663/17101 -88226/91537 -98910/12073 -398411/42891 173427/44128 122453/16070 306503/66824 431815/53366 -310946/81273 175507/28636 -392837/40145 110222/20645 141051/14765 929483/94297 291109/37452 47904/5593 -121215/17071 -223365/34021 -17180/66451 -126009/24892 113384/49725 27021/12574 -44/31 143712/17365 -25345/3127 -83227/9883 14843/2367 607602/72403 -178376/31963 =
-27007/8128 50902/48579 -88943/15264 -50936/8987 296781/93421 -227344/44019 127171/17859 -358314/45185 -13180/2223 -2407/317 67688/46687 -154529/47360 29/14 -109227/13765 -498056/69241 -262187/43965 -453963/58390 96581/21723 761867/92962 -33320/9099 28516/3627 -797346/91981 9103/1516 -47657/31524 -122011/20746 72915/15356 -81173/11198 -575162/80287 -67625/22248 129263/17235 595079/71773 -82573/23489 -412217/74877 -128375/16628 -108394/17833 -394/135 102256/22747 -36304/16657 -793351/98810 15080/23927 -155287/84539 846281/87601 235888/30297 114937/36428 -21799/22246 -53433/76241 -1059/973 48574/7517 512393/98164 -196525/24267 393508/79833 -1464/355 140451/16987 -38557/65783 -93341/33323 -871/4122 38893/4735 -523134/72157 12635/1884 9383/8440 -244592/24687 -656705/96171 16785/22904 -499452/53693 -31381/6583 -33770/14551 50865/14287 272010/97057 473247/48758 140165/28248 20743/2420 11204/1255 -743951/81117 -353599/92805 -21260/51817 31810/20363 4163/1299 -108505/12024 -171651/84080 128689/17687 -26769/3334 289571/30863 -104210/47299 22983/7757 284686/66153 -297295/58119 -63157/8055 118466/31359 489815/86294 -123049/16812 -7990/873 -136055/46853 -266942/80967 5875/7306 16269/6385 23579/2366 -521978/85701 -19749/3986 -438625/60136 95918/13013 <
232226/30951 292256/52531 -17677/91516 4060/997 219425/42948 87842/18723 47365/7304 -527309/81496 165812/57571 -43927/20347 36584/4079 1019/390 49996/24857 -231745/49069 102026/19575 -178945/38157 -212117/31714 153257/15958 -32807/11107 -9869/4191 -287258/41275 257903/36056 -116345/30413 -129605/41441 81724/94471 37829/9235 -581657/95790 -262844/98439 12652/17305 -11161/4000 -159118/16241 147294/30337 964565/96626 297933/57332 -533294/74777 213511/38742 9963/7619 -681050/83981 -8486/907 -109701/13202 -33406/49985 32512/13907 450602/47091 231395/70596 -30641/75216 -3284/21347 -649/510 109227/28784 -121165/23674 -12547/3094 140011/30663 -45523/5175 71149/27282 -266359/96404 80063/23449 8008/1527 -37754/56083 -10130/9807 684/2255 -378143/72316 -95274/51965 -1377/1405 19820/36021 72910/8391 129907/24858 -21830/7223 -95885/51459 13207/26350 -4332/875 -583483/78406 8825/8122 109938/31811 -53816/6201 -31771/13776 -19739/5334 138407/57280 718124/98279 -78035/68003 -461806/89643 -17083/10666 -56081/8538 -738427/81603 -174/24811 -101485/12292 -71993/26351 -559276/89361 231457/34678 123487/19311 639609/91055 -25679/4371 74123/34039 -27763/59548 -24856/9053 -231643/31330 -17221/3445 5748/47923 -705577/84924 -2429/1774 94233/10361 9537/42835 <
-341892/45127 -421381/66311 18223/3808 610498/86727 -832359/97540 5990/10643 -87743/16970 23374/18063 3559/712 -49165/14583 303961/39393 82637/63505 -20612/2487 40154/14107 -801613/85735 86117/41703 -1418/501 -512401/99206 239/74 -148642/19879 246559/31069 -166466/25971 140077/84347 2575/4983 39654/29839 75070/22177 -405859/88786 11655/6751 -788372/81543 -178904/53057 83198/76745 -396462/66317 -338023/42325 -19208/3709 -163843/40367 -20887/6247 241823/72850 5959/14424 -120329/14302 74256/23441 139911/20585 9743/1759 24760/32619 1131/11470 -5966/977 -167515/37994 330713/91070 291374/79147 195009/65366 677831/81423 122167/13503 -327209/37153 -3889/463 -311423/99706 -3615/12278 215267/32059 35138/3795 275697/30061 11704/15161 -14459/80708 -76813/7740 48747/57472 -131873/72210 129948/21479 -330107/36759 89711/14901 -212689/33135 -541783/96530 983/320 -277184/73457 495854/69885 628472/65955 346/115 -457953/52850 -56091/11824 16726/3643 502220/72799 88367/59629 -150193/51335 -97004/39083 192382/27149 -28742/2979 -43401/9548 -3788/595 128332/23023 275230/42377 -179135/19652 1051/141 -13901/13042 -42780/14423 -150142/30893 429767/51505 -158426/83165 100853/20015 -86011/12092 -275215/32189 156899/30822 365027/91631 160341/32413 -55232/14207 <
-59188/95379 105653/33286 602941/71826 -40335/7829 97640/12597 29161/53321 140453/37817 -39685/7741 20667/4435 -414555/78574 -323164/37447 67082/84655 231560/87387 116612/80819 -98777/10548 -339540/70579 -104067/12319 -49709/20430 -53597/6820 -18827/2490 255197/26617 -61665/64982 165731/24314 -242519/27220 -12527/12190 -1694/323 -331190/34991 -32793/3325 16249/1772 112405/73648 -43898/5935 334971/51572 203087/23185 -545258/92529 -4647/3358 -538191/97381 -611253/88870 -1473/253 41287/6418 -33811/3610 178797/74896 -97160/11103 125530/18163 -62857/19450 11381/2465 -275243/91885 -7807/811 46013/44815 113957/21408 529170/67589 85775/17438 -488401/59035 26161/9193 -33926/25435 453840/84893 76133/9278 18337/3298 -14859/1972 4357/577 -13751/1827 -310001/58862 -328772/68483 -636280/91737 5373/3455 179467/86226 -204819/91639 -1103/156 -139904/71997 64684/20619 -47300/6403 118682/45859 -148747/17911 -46939/75641 -659635/72143 -35765/5633 100019/24123 44996/23087 313398/40169 86467/21833 -181459/34005 191122/46195 105548/22747 -269943/34066 3509/23398 -223867/22905 192773/27075 775996/98005 -292555/29932 166083/98933 -141336/21653 -550833/91145 221201/92362 58973/16530 -368951/52847 81706/92247 6097/1814 150611/16711 38375/4144 390787/46194 13771/1776 <
-99722/39019 -5081/1326 63019/11461 -264567/36848 68096/10981 -32496/4021 -294127/32788 -612380/82823 -783839/82700 66798/51007 20897/5310 38427/4753 117804/45985 -410994/83771 333365/53039 486429/92239 -1116/503 -100462/43001 3948/7187 -10815/70696 -163215/16576 29636/13213 144363/94393 -38688/5281 -345565/37109 93807/14663 -14584/23401 94301/46811 -550835/73506 1104/143 -303455/67524 -116897/19092 -667256/72365 -3607/1072 -271743/43400 -35264/36603 -171011/86434 115849/27771 -347925/69623 133746/17563 -523325/55568 6525/9532 960445/97314 4077/556 84404/18333 37768/11705 157001/50837 -171983/17435 201448/26241 294439/55255 -155296/18857 -673970/73553 -82721/10715 -38822/5665 65827/47841 72521/38565 481703/92469 -28691/11486 19376/5805 -177937/22293 -689821/84784 -229892/32079 23435/8678 -230258/97903 -7074/4765 314267/46506 99101/27171 -121280/20353 216247/67709 146653/34705 4645/906 -125604/36749 -249989/90157 -5801/1914 -317816/35067 60612/26209 -71150/21407 83561/8371 -28/5 209281/59219 -19497/5096 -210019/29909 129653/23565 578041/72126 157029/16144 91501/10709 -17771/9257 619909/63649 753173/94595 -476415/50534 -20944/94373 -976/117 42457/21638 7504/12139 -138721/60715 -45327/25940 131517/35596 -39953/66263 -188379/75817 -101061/11854 <
-40503/10217 -157751/19644 -39274/11229 2606/1165 14289/13787 205239/54560 42476/7041 -377516/38879 2038/15483 -167765/60492 -483695/55696 8597/5254 -11757/5120 -96842/34953 57053/37482 99852/10939 -218/561 425503/73191 -3337/534 -119095/12703 -8421/47759 -113287/17631 142087/24591 97397/18786 374151/74771 -9305/71153 -324/635 54646/11541 -30823/66927 -134683/31444 77747/22925 839153/85559 -3659/467 220676/26945 136515/49621 -103110/46919 -246257/85288 121489/53143 473458/81505 -330/49 -10123/92454 -38976/14279 4059/3188 -35233/9635 -558584/73235 479737/67188 -537541/70117 -35883/15010 143033/28244 57608/10363 -14084/2197 -50495/6772 1745/15017 308023/46031 -173917/27824 -50279/18991 -29871/19228 40979/12729 -128785/18967 229745/89497 164882/36707 44568/61793 259847/86679 7702/935 4259/14285 -195318/54547 14886/27815 6063/3442 -23217/3940 412099/65772 55864/6723 80419/28793 -30060/4327 526469/99854 -603809/71951 -183275/31223 2957/59212 -13549/3065 -265506/37909 488417/88773 34467/15524 6364/883 96955/93492 -152155/22732 292455/41861 27003/15539 -187164/42653 142017/16931 -123917/29399 132090/29999 364413/90514 -43887/43739 602324/75637 -293945/46019 -617207/85445 564199/89619 -80665/70672 -228147/28148 97912/27393 -71654/37773 =
-279841/52753 -157081/24676 197095/76709 14996/19659 -202720/23217 -27239/17714 404473/63986 -18255/6862 -145183/22548 45479/8238 30947/13404 -226167/61075 -199259/44676 -291463/99996 207341/42197 338085/43388 -32770/5797 340789/45377 285167/58881 394965/40988 108922/34637 -465501/55145 183551/73294 156617/51672 351510/64289 -33780/6823 -133049/25635 -438330/87593 260857/53997 22960/4491 251299/97019 39239/35880 667901/69750 -204521/51881 -56899/7262 59707/13510 483391/98648 -748071/83429 -3166/9079 362946/39053 192278/36061 192029/23386 889443/89509 402431/68201 -127421/28177 -19619/2582 395386/53721 1068/5693 116954/48467 -33314/8483 -465148/54597 78543/35701 157298/33537 19375/3172 -502004/95381 130729/29100 -58999/6982 -228254/26953 15235/13111 -167344/48469 -90037/37980 -78002/9789 128324/21407 -102287/20033 92223/97592 223606/30529 136730/45021 -15043/30560 -56188/26943 153769/15737 2313/5015 -262301/40311 91241/55346 -162773/68618 -683872/73895 130183/14363 30731/9892 175299/18455 -11914/2727 28883/11232 -88610/99887 98534/41101 -77232/69709 43383/48374 130303/17053 12013/6164 705371/73939 -67267/45903 -270189/60160 -241785/56506 -59111/26101 -323982/50021 -562624/89315 -7651/2379 47742/75065 -21949/2932 62885/14251 162817/21568 5511/1070 -32898/56083 >
-26036/16269 25714/17809 -190957/59258 55069/14810 87/167 -555244/88921 -152852/59387 390103/56335 -308781/68008 -24549/82132 -326340/46819 11327/3067 -253775/36343 -143566/14929 -212470/83217 -883665/96284 657977/67707 -491315/49157 351567/40901 -66733/64949 -182141/29093 509104/98939 -38993/12625 298597/80209 -117729/46001 100675/12174 -2159/759 880198/98105 -303797/91996 -61914/23521 485271/60722 -80343/24910 118025/26943 51961/21702 136545/19523 58033/94447 -105205/20853 -26897/2813 4952/70119 165453/46360 -268881/54148 34110/4153 -2325/6218 27708/30511 160173/23437 -159577/92248 -333048/33587 -137269/16661 188079/35719 5287/2296 -63388/14373 -74434/8615 -271451/82624 81349/24970 63235/7469 525748/67217 60238/8565 -138489/59483 -49311/93989 -290454/61211 173336/20315 123026/93347 4766/1461 683392/89665 498802/68617 40213/31455 -29781/5483 -30529/5240 22524/5399 -142425/68179 -136599/19825 -390916/62415 127303/26688 89191/12543 -33178/21303 30308/3585 397279/42265 49856/8961 -1732/239 346033/79570 -34532/3639 -13945/2941 75742/15537 -325669/34740 697151/97352 -33613/14084 49956/95963 1855/632 126473/13814 -43377/16273 210446/23033 -48629/6721 -50473/36596 217302/48301 -161419/37595 42152/28855 259955/66449 -244377/30241 51759/29171 20706/15655 >
