-17873/3816 -13796/1461 -161873/17996 171362/36307 -43529/8525 1280/6367 281023/55829 1385/1278 -33658/12391 163639/23416 -69018/19703 -305165/48109 66985/7043 -352497/71492 433/314 -119694/36533 -54007/25296 -243823/63201 60465/11218 -107401/58749 18156/4553 71477/20150 3863/30310 -114439/74788 -451103/67936 44889/12044 -107117/65011 146387/44443 -9701/1227 -576043/66919 -810333/94694 269019/65345 -5392/28855 -414443/55276 -1127/139 219215/95113 -6545/5189 -702286/98201 -123039/70705 70986/25637 35117/5350 -94012/40171 67929/11989 21584/2385 193488/21283 -31877/9666 573990/85903 -791504/87741 -414670/84197 731306/88129 -6451/2781 -149714/68581 1142/14775 10162/6125 -370145/49444 -16589/4352 -20892/16189 -6695/1301 328493/42635 -624033/70846 76374/14105 164721/53041 84913/17774 -78186/36341 119855/32226 -128441/16692 114032/12065 -100427/57761 -12197/3858 44244/71123 235594/76955 1032/377 195738/31729 66025/40063 -560513/70272 58292/6117 -394748/89645 -67390/48659 -3683/2049 -221077/85302 -207257/37001 467397/85535 12629/1291 -435349/89811 861197/99262 -541257/86315 -116379/17753 -294329/72679 -9274/2001 -2526/2411 333709/81081 -599891/96816 124934/43689 -95661/36089 363191/93123 -847811/98599 -57897/63697 34350/4951 -17985/10148 -31247/4519 >
-296345/44217 -72925/19013 49791/22418 -39481/17491 180662/33137 3349/4163 -270135/49669 -45258/14621 -137892/37975 -734640/83107 474906/80105 58450/12979 -68041/51471 -684535/74574 290218/81523 97909/49405 153539/40297 -66921/18047 363898/40859 142753/46695 -25701/12937 204649/37727 6714/2443 -17863/3819 -13967/2111 -80608/16347 -23584/87397 -6749/1909 5360/6937 472258/49721 573239/87997 -1479/652 75061/23347 136176/20909 -148989/22790 -141907/84248 -772101/77827 -270719/47562 28552/66917 170032/42667 -6274/731 -11778/24437 -558319/95814 131368/14189 1553/311 180124/23225 -191263/20000 -2863/17768 -187811/57212 -35627/4413 117989/14632 3007/13504 41511/27752 30553/12315 23989/17875 443027/47517 50773/34002 -81970/14621 -286156/30457 -11513/5541 -19627/5862 131807/80510 -50432/11519 65060/43649 184541/87873 794425/87277 -15145/2251 658/477 -87295/13037 127145/16621 -1947/14984 5117/22081 -32858/28951 -553518/63421 512763/55030 6049/609 16676/6741 8537/12567 -323660/37139 226089/78106 -468347/88331 508955/83189 -232191/28411 -351194/43551 -70606/37421 12676/13635 106431/14512 81412/11129 16516/2891 25227/3323 63401/9793 -272304/93449 -109363/29690 -126505/72009 19279/2521 481523/74204 -1967/9181 1247/1932 940310/97253 7903/3324 >
-19884/48911 -9038/9669 -51167/96089 660108/95825 17385/3284 -333521/99262 244135/40274 747126/96047 146854/41315 46086/5365 -1873/357 -43977/67016 132206/65287 780016/85623 450023/67507 98037/79867 -259322/50049 -494795/87699 171020/24403 185054/63735 182636/32321 -549483/81964 16899/9751 1271/399 30171/4907 -194056/37525 -2192/637 -18928/3951 319021/88181 40010/4887 3364/13185 143477/36178 90011/67967 -3537/2270 -1049/207 -217619/37643 487042/57321 -434110/44939 -240598/24793 -31902/9899 144474/55579 26961/4835 -305519/57694 45020/4679 44543/6196 -675289/69224 -75961/29141 944592/99655 -253120/40339 -153912/22447 4897/8118 883115/96048 -20392/5093 -10977/27742 -153951/19280 -19507/2205 2166/1141 -5921/46520 -41142/17237 -30017/5829 -16117/31753 473931/80375 -61059/46109 -221515/30614 -50032/8173 -854348/97335 -145018/93003 105337/11066 -106409/11827 -66632/18427 -430660/95837 582897/75169 -29912/15239 1250/3641 -77718/17395 584689/62794 -14617/8793 473639/97211 19012/22829 -134070/13433 414861/41548 -377576/41217 -436493/48607 398025/92221 2111/1371 2149/942 -52887/41377 67275/38258 4292/2295 -35027/28370 -184453/36389 235573/37801 505840/66901 555138/92971 231329/28302 214556/97457 -484787/57401 -34319/8357 224756/39435 -307859/56884 <
393518/94355 180303/88379 191538/75703 -101367/30824 -23931/24526 33952/56247 -393460/42129 73179/21311 488537/99696 -339/9784 -29618/5939 -402311/77200 205573/25635 234403/45893 -17673/3065 -44668/8921 40298/9225 14649/2419 -75/14854 283049/57204 -9915/44593 241829/52158 116579/21964 -255844/31101 332279/88536 -78973/26407 -298990/33547 611194/77907 518819/94399 164135/23346 166933/19217 360554/65479 469/34553 -139253/15204 -54583/15193 651497/78564 -34879/5530 -176650/65091 118126/45301 581438/58527 91349/34448 19060/22273 17455/12211 -7537/775 -35190/71273 -97714/21983 40489/6571 17399/1870 -441765/54749 711244/94175 475304/61121 -363551/85803 61155/7633 320232/35759 28082/8603 -207068/35359 108604/18681 -98529/41975 364393/56899 -192771/22739 -5433/13393 -323055/42293 -142642/27565 574465/66163 490/81 -1052/985 -89999/13976 -188057/35685 -86808/44401 52316/11667 44139/24742 -217532/85381 -58229/21466 5639/69312 -88381/17381 94771/38421 -24081/13136 -131161/22605 21820/2957 126184/82973 314277/49466 -6687/10574 -6543/1136 -634953/69719 -94925/12518 11783/4024 23616/3595 690548/77897 -15997/36240 395097/58931 92898/30337 58733/8426 -220297/63446 -27384/12619 122411/38892 18619/69560 52955/6708 -104573/10672 34633/4261 -416749/94418 >
-142070/23989 -148324/30333 369439/55571 -79202/23105 63109/15564 37823/7350 -54056/10247 -82233/9953 -254465/68713 350741/93666 39352/10945 -346/495 -789/5137 -5013/1907 100841/11242 -22025/6408 221/42 374935/79853 5658/3667 -36415/10397 48322/9055 -37423/59056 -345446/41585 58192/32539 267407/27917 -437/87 -3737/473 34260/4199 210043/59824 258557/69585 71936/12373 -93611/19630 -52951/22926 193572/26257 66768/17945 -153651/17816 -56236/5825 -559728/90887 53033/7214 -43528/9799 -138504/17569 705050/79249 23569/48305 158169/71224 -58259/97304 -106018/34677 640903/84376 21951/20279 25204/19657 -502081/62212 -586181/99470 -1162/7283 60833/50232 61798/64443 -8799/7570 -106517/16406 284426/59165 379277/42918 -26776/7853 -165617/56689 -394129/93180 418741/44565 -344717/78639 -43754/13061 47161/8062 -7671/2456 8321/3654 -7059/1006 58621/21656 78958/20695 -8401/4897 36482/13161 -88153/47262 -213000/26663 450406/92887 145029/36307 -97/16 -450314/95357 -193531/75057 -343535/38028 -281556/29873 918451/92781 204103/28814 -486448/71047 -188703/38807 -2650/529 147739/17380 -266835/59002 325139/86431 15874/4905 566374/86645 140707/48359 229734/24817 407527/69144 337229/53901 -28205/10654 -220531/30675 1165/129 88959/18055 263821/54409 =
-37511/34519 11938/3399 122784/23101 -197991/43081 -797388/92993 138949/24588 -1507/11945 -3370/2421 444950/53923 -270/49 109718/12667 117517/23708 -532321/94540 -471305/63877 -60337/11623 -143818/34717 -121596/70489 -301423/36418 756030/93167 -273107/46306 -372562/61013 2159/350 61437/13787 217774/99721 -71956/19033 105211/35454 -26651/31299 -309713/79088 -119033/48595 70684/20655 429683/43247 235781/40218 -25805/12287 84333/30604 951/9373 30629/4258 549762/86803 -22961/85330 -248642/55217 44765/43376 96281/10818 -69775/15158 284369/50991 -24101/6317 -197/82 -473831/86451 -83859/26014 -587492/71413 -33029/24581 -681/5702 142271/27377 -24198/10069 268966/26979 -470069/96440 478267/71259 -121181/49310 137380/75279 -46834/34357 7389/2659 166233/21560 -411219/53066 -141469/17092 -379861/90500 -507035/85356 -40069/7975 229974/24109 -234259/38152 597069/65377 -26405/35371 -63202/8641 -26237/4653 -155277/47863 -228833/31047 -50877/16411 -43909/7958 21445/4667 185207/86428 58353/10672 -167430/32357 -244151/41046 19946/8629 -99181/83217 274930/40463 -60257/13130 -25344/4471 78623/13359 318517/62507 -130860/15707 -131750/15289 -72496/11219 -5605/7331 149601/21281 -14922/1667 -62963/19772 416899/74071 9834/7873 223569/26395 401352/66403 58905/42673 -204207/61397 >
160856/33187 -163844/33647 -837730/91597 -44891/89787 46778/5877 402818/43933 324312/93179 -1388/943 160313/51875 -267143/50830 -73295/12221 -746881/81512 -791/172 -27839/6058 140306/39569 -17961/3550 595282/97185 -267325/48989 61612/74611 -8593/4089 21977/24252 -237151/72168 353744/45475 121305/14089 -62365/15213 -10259/1599 -87223/33607 -227219/67130 -637913/98430 -320583/36710 -568049/85098 -31593/12508 -450637/88356 -62411/6597 -50339/40006 61207/16127 72071/37035 1655/376 394621/49461 -73516/9341 42338/59393 91792/17777 150247/17249 72915/10487 109565/15679 -221681/26736 52838/37531 1733/5675 40877/10188 -14923/27230 21688/4497 385927/47856 4291/16473 -798310/86561 65751/11093 -108047/17453 -577252/59613 41086/27347 26381/7786 -68249/30577 -303403/35535 -9098/2001 17878/9493 -364682/81889 -83671/18103 -824924/93131 -2693/379 -41753/5479 260095/57777 -12201/3427 826104/82883 140006/37847 -2509/7013 767/79 21893/17942 -14847/4037 -13062/12041 190827/36539 -4581/13261 -189578/38211 -151391/41338 202591/33302 618161/62295 -293292/89615 12811/3349 -256947/82885 -67614/8641 46124/9433 85958/17207 424661/72340 -9477/54196 -6015/6662 135117/22735 -24009/12437 -215522/39933 -89974/79195 -52921/74652 -141931/60818 -885799/99027 139542/24715 =
107079/14101 -11764/5137 230998/90489 17617/6002 -263242/29989 -1562/17407 60652/71167 69939/18253 1847/2766 299249/68727 376469/44813 362721/46583 -29077/3062 -373827/43586 -150134/85949 -54115/45313 110831/18876 49318/15611 -339413/39030 -38221/7264 -266698/68235 66637/27370 -141823/57655 105369/15451 60255/32219 153123/15497 -56939/49979 25439/77164 -84665/16174 -162704/23639 -182405/37638 202511/30463 -19733/21944 -178954/41515 150962/25143 5991/10520 -24601/2503 294367/65279 648607/95574 -46500/9997 -25747/37139 -11440/6319 -256294/31737 4129/1324 -57437/30640 -10427/10292 53243/6964 8665/15027 -13148/31923 -261232/59877 -279852/29669 13567/15984 -4418/1537 -117163/25322 -13333/6389 -238455/37238 -645655/99476 -8973/2339 -768021/80068 29481/26207 176947/22831 112704/14923 203636/31807 343835/72834 -192757/32957 -1535/221 30198/3365 -140276/37139 69501/17021 98006/44273 201709/24589 26323/79646 -153796/21837 89607/18505 -128668/48689 -122009/17073 248614/43809 58309/26485 -200770/67311 170477/48824 220020/33073 1679/252 146836/16143 463679/51750 27589/5450 61988/38531 -756331/95534 149933/85111 27643/46982 501645/61778 91747/10975 17487/18613 570379/60490 460477/54338 49856/30517 70639/11005 -200361/29801 111055/18318 83885/17466 531511/64276 <
-63837/11195 -89672/13337 -587332/76531 73435/37549 -41668/8461 14975/15143 -80230/35603 20779/19562 198072/98111 22087/4806 47513/65706 258343/75747 -10082/2943 -81047/12187 235169/41928 48679/34342 4653/18551 -601/78 14923/29132 -198397/39298 20271/2821 7005/1997 154527/96455 36274/4427 254075/30408 275510/68509 54555/10424 -4471/40750 101/39 23735/6999 367259/38788 127586/85417 -156362/41461 239/256 181222/28043 -11622/38645 269020/88937 -100599/49517 -197128/30101 -9511/2181 -391817/93279 -8793/2119 -204449/68260 46561/7342 27984/9007 -743383/95364 203971/46472 146887/16281 -15950/5083 176607/27512 -39153/4759 18550/6613 -149669/27591 358399/91900 -117233/38924 -20005/3406 -125036/22955 19681/22531 89753/18217 -103025/10969 -493538/80193 -528979/97305 34217/10441 -8402/5173 -59263/98440 124430/13099 -99446/10775 173506/18255 -251537/92124 -36734/16899 30867/7531 2141/279 272578/40507 3771/13087 645971/91639 137695/28131 106954/43761 -255016/39987 114896/53565 -188016/90163 146659/19277 39303/14197 -423423/93722 12391/2167 -132427/39300 197984/98929 -197085/26149 -491991/62840 -447342/47779 2529/923 -42538/9923 764671/90250 9883/46462 -377044/47613 -34371/8300 -112000/20933 43673/4449 -84554/12747 64345/11859 -187407/43283 <
-144798/36725 108968/13135 -100550/10217 660991/94322 -73781/37885 -64789/24747 850/227 36944/6845 -21133/4149 242550/26527 -39094/5575 25725/2888 -157561/33486 103/16436 4619/14429 312273/43244 -626179/71193 328330/35889 -81010/95231 -218021/44220 58615/12518 -633832/73911 147619/38684 -267183/84172 28067/29885 440689/44190 -186773/22613 -428617/53849 357963/77254 154061/20172 -5942/7521 -36083/5243 -37483/5718 4511/13803 -23305/6702 -318889/46599 198767/84519 -203893/40196 78747/8803 -36017/32268 77828/43321 -209887/80953 94048/14121 -8435/1756 10819/2467 70313/75223 180471/28811 35795/19783 -600846/81115 16965/38734 -254087/38787 176599/18459 -33266/7499 27159/5593 628955/71624 -15618/5699 39003/12413 211741/24459 -112440/39499 3855/592 -136079/32836 -206147/47172 68561/15475 305777/36472 -27377/2994 121717/42109 -84395/41569 -510187/93888 1967/4572 122810/17911 94014/33793 33581/3931 54557/7470 -59327/39349 -53859/6953 96617/49570 -603/2126 -317668/89405 14381/33398 -38017/21561 -235757/47251 45989/15072 7637/2431 -332309/44730 6700/8399 379962/52321 -181030/97817 74222/8981 47339/32483 41415/7259 307831/43847 -11524/9701 -1490/901 259527/44380 -468676/78267 1237/27982 134137/30213 4711/1948 358358/64241 -536747/98808 >
